origin_date,horizon,actual,var_bic,naive
2024-02-01,1,-0.6799999999999997,-0.6807666941467437,-0.6800000000000002
2024-02-01,5,-0.6300000000000003,-0.6838334707337183,-0.6800000000000002
2024-02-01,20,-0.6999999999999997,-0.6953338829348724,-0.6800000000000002
2024-02-08,1,-0.6600000000000001,-0.6307519209659718,-0.6300000000000003
2024-02-08,5,-0.7000000000000002,-0.6337596048298576,-0.6300000000000003
2024-02-08,20,-0.73,-0.6450384193194295,-0.6300000000000003
2024-02-15,1,-0.71,-0.7007700739928749,-0.7000000000000002
2024-02-15,5,-0.69,-0.703850369964374,-0.7000000000000002
2024-02-15,20,-0.6999999999999997,-0.7154014798574954,-0.7000000000000002
2024-02-22,1,-0.71,-0.6907662835249042,-0.69
2024-02-22,5,-0.6999999999999997,-0.693831417624521,-0.69
2024-02-22,20,-0.6400000000000006,-0.7053256704980843,-0.69
2024-02-29,1,-0.6699999999999995,-0.7007679693905436,-0.6999999999999997
2024-02-29,5,-0.73,-0.7038398469527191,-0.6999999999999997
2024-02-29,20,-0.7199999999999998,-0.715359387810877,-0.6999999999999997
2024-03-07,1,-0.7000000000000002,-0.7307751091703056,-0.73
2024-03-07,5,-0.6999999999999997,-0.7338755458515284,-0.73
2024-03-07,20,-0.6500000000000004,-0.7455021834061135,-0.73
2024-03-14,1,-0.71,-0.7007658762605612,-0.6999999999999997
2024-03-14,5,-0.6400000000000006,-0.703829381302807,-0.6999999999999997
2024-03-14,20,-0.52,-0.7153175252112289,-0.6999999999999997
2024-03-21,1,-0.6599999999999997,-0.6407485029940125,-0.6400000000000006
2024-03-21,5,-0.7199999999999998,-0.6437425149700604,-0.6400000000000006
2024-03-21,20,-0.4900000000000002,-0.65497005988024,-0.6400000000000006
2024-03-28,1,-0.7199999999999998,-0.7207692307692305,-0.7199999999999998
2024-03-28,5,-0.6500000000000004,-0.7238461538461536,-0.7199999999999998
2024-03-28,20,-0.4899999999999997,-0.7353846153846151,-0.7199999999999998
2024-04-04,1,-0.6299999999999999,-0.6507491856677527,-0.6500000000000004
2024-04-04,5,-0.52,-0.6537459283387625,-0.6500000000000004
2024-04-04,20,-0.52,-0.6649837133550492,-0.6500000000000004
2024-04-11,1,-0.5299999999999998,-0.5207129303334237,-0.52
2024-04-11,5,-0.4900000000000002,-0.5235646516671185,-0.52
2024-04-11,20,-0.5800000000000001,-0.5342586066684739,-0.52
2024-04-18,1,-0.5100000000000002,-0.49070384407146744,-0.4900000000000002
2024-04-18,5,-0.4899999999999997,-0.4935192203573364,-0.4900000000000002
2024-04-18,20,-0.6300000000000003,-0.5040768814293451,-0.4900000000000002
2024-04-25,1,-0.5100000000000002,-0.4907028926736953,-0.4899999999999997
2024-04-25,5,-0.52,-0.4935144633684777,-0.4899999999999997
2024-04-25,20,-0.5899999999999999,-0.5040578534739116,-0.4899999999999997
2024-05-02,1,-0.5100000000000002,-0.5207100431965443,-0.52
2024-05-02,5,-0.5800000000000001,-0.5235502159827214,-0.52
2024-05-02,20,-0.5599999999999996,-0.5342008639308855,-0.52
2024-05-09,1,-0.6000000000000001,-0.5807252628740901,-0.5800000000000001
2024-05-09,5,-0.6300000000000003,-0.5836263143704503,-0.5800000000000001
2024-05-09,20,-0.54,-0.594505257481801,-0.5800000000000001
2024-05-16,1,-0.6100000000000003,-0.6307377490576201,-0.6300000000000003
2024-05-16,5,-0.5899999999999999,-0.6336887452880994,-0.6300000000000003
2024-05-16,20,-0.54,-0.6447549811523967,-0.6300000000000003
2024-05-23,1,-0.6400000000000001,-0.5907260016133368,-0.5899999999999999
2024-05-23,5,-0.5599999999999996,-0.5936300080666844,-0.5899999999999999
2024-05-23,20,-0.56,-0.6045200322667382,-0.5899999999999999
2024-05-30,1,-0.5499999999999998,-0.5607169709989255,-0.5599999999999996
2024-05-30,5,-0.54,-0.5635848549946291,-0.5599999999999996
2024-05-30,20,-0.5499999999999994,-0.5743394199785173,-0.5599999999999996
2024-06-06,1,-0.5300000000000002,-0.5407106462858675,-0.54
2024-06-06,5,-0.54,-0.5435532314293376,-0.54
2024-06-06,20,-0.4399999999999999,-0.5542129257173505,-0.54
2024-06-13,1,-0.5500000000000003,-0.5407096946973755,-0.54
